"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"State-dependent parasitism by a facultative parasite of fruit flies","Parasites can evolve phenotypically plastic strategies for transmission such that a single genotype can give rise to a range of phenotypes depending on the environmental condition. State-dependent plasticity in particular can arise from individual differences in the parasite's internal state or the condition of the host. Facultative parasites serve as ideal model systems for investigating state-dependent plasticity because individuals can exhibit two life history strategies (free-living or parasitic) depending on the environment. Here, we experimentally show that the ectoparasitic mite Macrocheles subbadius is more likely to parasitize a fruit fly host if the female mite is mated; furthermore, the propensity to infect increased with the level of starvation experienced by the mite. Host condition also played an important role; hosts infected with moderate mite loads were more likely to gain additional infections in pairwise choice tests than uninfected flies. We also found that mites preferentially infected flies subjected to mechanical injury over uninjured flies. These results suggest that a facultative parasite's propensity to infect a host (i.e. switch from a free-living strategy) depends on both the parasite's internal state and host condition. Parasites often live in highly variable and changing environments, an infection strategy that is plastic is likely to be adaptive. Copyright  Cambridge University Press 2017.","MA351","UE","","",""
"Hot spots, cold spots, and the geographic mosaic theory of coevolution","Species interactions commonly coevolve as complex geographic mosaics of populations shaped by differences in local selection and gene flow. We use a haploid matching-alleles model for coevolution to evaluate how a pair of species coevolves when fitness interactions are reciprocal in some locations ({''}hot spots{''}) but not in others ({''}cold spots{''}). Our analyses consider mutualistic and antagonistic interspecific interactions and a variety of gene Dow patterns between hot and cold spots. We found that hot and cold spots together with gene flow influence coevolutionary dynamics in four important ways. First, hot spots need not be ubiquitous to have a global influence on evolution, although rare hat spots wilt not have a disproportionate impact unless selection is relatively strong there. Second, asymmetries in gene flow can influence local adaptation, sometimes creating stable equilibria at which species experience minimal fitness in hot spots and maximal fitness in cold spots, or vice versa. Third, asymmetries in gene flow are no more important than asymmetries in population regulation for determining the maintenance of local polymorphisms through coevolution. Fourth, intraspecific allele frequency differences among hot and cold spot populations evolve under some, but not all, conditions. That is, selection mosaics are indeed capable of producing spatially variable coevolutionary outcomes across the landscapes over which species interact. Altogether, our analyses indicate that coevolutionary trajectories can be strongly shaped by the geographic distribution of coevolutionary hot and cold spots, and by the pattern of gene flow among populations.","MA186","UE","","",""
"Intraspecific variation in colony founding behavior and social organization in the honey ant Myrmecocystus mendax","Persistent cooperation between unrelated reproductives occurs rarely in mature eusocial insect societies, and when present, is frequently geographically constrained. Here we present genetic and behavioral evidence showing that primary polygyny occurs in some, but not all populations of the honey ant Myrmecocystus mendax. Specifically, we found that all mature colonies sampled in a population in the Sierra Ancha Mountains of central Arizona (USA) were polygynous with a relatively high number of queens (average = 6.27), while the majority of mature colonies sampled in the Chiricahua Mountains of southeastern Arizona were monogynous. Field and laboratory observations showed that Chiricahua foundresses are primarily haplometrotic, whereas Sierra Ancha foundresses can be either haplometrotic or facultatively pleometrotic. Nestmate relatedness of mature Sierra Ancha field colonies suggests that the reproductive individuals within these colonies are unrelated, consistent with primary polygyny. In the laboratory, Sierra Ancha foundresses cooperatively established incipient colonies without queen reduction, and colonies with multiple queens produced more minims andworkers that may serve the role ofrepletes (honeypots) than haplometrotic colonies. This was in stark contrast to foundresses from the Chiricahua population, which showed strong aggression when forced to found colonies together in the laboratory. When brood raiding was experimentally induced between laboratory Sierra Ancha colonies, queens from colonies with more workers had a higher survival probability, although in some cases the competing colonies fused and queens from both colonies continued to reproduce. Fusion between incipient ant colonies is a rare phenomenon, but could contribute to the high frequency of polygyny and high queen number in mature colonies in the Sierra Ancha population.  2019, International Union for the Study of Social Insects (IUSSI).","MA223","UE","","",""
"Competitive outcomes depend on host genotype, but not clavicipitaceous fungal endophytes, in Lolium perenne (Poaceae)","Premise of the study: Cool-season grasses infected by endophytic fungal symbionts sometimes show improved tolerance of herbivory and abiotic stresses, but the potential effects of endophytes on host competitive ability are unclear. This study examined intraspecific competition among variable genotypes of Lolium perenne with and without the endophyte Epichlo festucae var. lolii (Clavicipitaceae, Ascomycota) to assess the effect of infection on competitive outcomes. Methods: Eleven host genotypes distributed among infected plants of four cultivars of L. perenne were used for two pairwise competition experiments. In the greenhouse, an infected or uninfected ramet of each genotype was grown alone and paired in competition with a ramet of an uninfected genotype of a native accession of L. perenne. Tiller numbers and root and shoot dry mass were determined for targets and competitor plants after 15 wk. Key results: Competition and host genotype had highly significant effects on all measured variables. However, endophyte-mediated effects on hosts were minor, and those that occurred depended on genotype. In addition, endophytic status of target plants did not influence tiller number or dry mass in 10 of 11 competitor genotypes, although these native genotypes did significantly vary in their competitive performance. Conclusions: Genotypic variation among cultivars and accessions from native populations of L. perenne determines the effect of both intraspecific competition and infection by a fungal endophyte. However, in the absence of herbivory, asexual clavicipi-taceous endophytes may not be as important to host success in competitive environments as previously thought in this globally important grass species.  2014 Botanical Society of America.","MA64","UE","","",""
"Aggressive responses to playback of solos and duets in a Neotropical antbird","Duetting behaviour is a unique form of animal communication that occurs in many diverse taxa in the animal kingdom. Hypotheses for the function of duets can be grouped into two broad categories to explain why individuals coordinate with their partner's songs to create duets: (1) duets are cooperative displays where pair members have a shared goal, such as joint resource defence, and (2) duets are conflicting displays where pair members have different goals, such as guarding against divorce or extrapair copulations. To distinguish between cooperative versus conflicting functions of vocal duets, we conducted a playback experiment to 40 breeding pairs of barred antshrikes, Thamnophilus doliatus. We broadcast five playback treatments to territorial pairs of birds: solos of males and females, duets created by males responding to female songs and by females responding to male songs, and a heterospecific control. We categorized subjects' behaviour in terms of vocal and physical responses. Male vocal and physical responses were significantly higher towards conspecific stimuli than towards heterospecific stimuli. Males tended to show more vocal responsiveness towards duet stimuli, although this tendency was not significant. We observed a similar pattern for female vocal responses. However, for physical responses, females showed significantly more intense responses towards female solo stimuli than towards any other conspecific treatment, suggesting that female antshrikes perceive rival females as an especially intense threat. Our results provide some support for a joint resource defence function for duetting in this species, while the high intrasexual aggression observed between females may indicate a form of mate guarding. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA12","UE","","",""
"Ectosymbiosis is a critical factor in. the local benthic biodiversity of the Antarctic deep sea","In deep-sea benthic environments, competition for hard substrates is a critical factor in the distribution and diversity of organisms. In this context, the occurrence of biotic substrates in addition to mineral substrates may change the characteristics of sessile fauna. We tested this hypothesis at different localities of the Weddell Sea (Antarctica) by Studying the diversity of ectosymbionts living on the spines of cidaroids (echinoids), The presence of cidaroids promoted a higher total specific richness and increased sessile species abundance, but did riot change the diversity. Analyses of species distribution suggested that the cidaroids are a favourable habitat for sessile organisms, compared to rocks, but are colonized by relatively specialist sessile Species, leaving the unfavourable rock habitat to more generalist species. Therefore, our study highlights the role of some living organisms, such as cidaroids, as key species increasing Antarctic benthic deep-sea species richness through the niche they provide to symbiotic species.","MA112","UE","","",""
"Intra-group relatedness affects parental and helper investment rules in offspring care","In any system where multiple individuals jointly contribute to rearing offspring, conflict is expected to arise over the relative contributions of each carer. Existing theoretical work on the conflict over care has: (a) rarely considered the influence of tactical investment during offspring production on later contributions to offspring rearing; (b) concentrated mainly on biparental care, rather than cooperatively caring groups comprising both parents and helpers; and (c) typically ignored relatedness between carers as a potential influence on investment behavior. We use a game-theoretical approach to explore the effects of female production tactics and differing group relatedness structures on the expected rearing investment contributed by breeding females, breeding males, and helpers in cooperative groups. Our results suggest that the breeding female should pay higher costs overall when helpful helpers are present, as she produces additional offspring to take advantage of the available care. We find that helpers related to offspring through the breeding female rather than the breeding male should contribute less to care, and decrease their contribution as group size increases, because the female refrains from producing additional offspring to exploit them. Finally, within-group variation in helper relatedness also affects individual helper investment rules by inflating the differences between the contributions to care of dissimilar helpers. Our findings underline the importance of considering maternal investment decisions during offspring production to understand investment across the entire breeding attempt, and provide empirically testable predictions concerning the interplay between maternal, paternal and helper investment and how these are modified by different relatedness structures.  2013 Springer-Verlag Berlin Heidelberg.","MA217","UE","","",""
"Does a competent leader make a good friend? Conflict, ideology and the psychologies of friendship and followership","Research demonstrates that the physical traits of leaders and political candidates influence election outcomes and that subjects favor functionally different physical traits in leaders when their social groups face problems related to war and peace, respectively. Previous research has interpreted these effects as evidence of a problem-sensitive and distinct psychology of followership. In two studies, we extend this research by demonstrating that preferences for physical traits in leaders' faces arise from an integration of both contextual and individual differences related to perceptions of social conflict and that these effects relate only to leader choices. Theoretically, we argue that increased preferences for facial dominance in leaders reflect increased needs for enforced coordinated action when one's group is seen to face threats from other coordinated groups rather than from random natural events. Empirically, we show that preferences for dominant-looking leaders are a function of (1) contextual primes of group-based threats rather than nature-based threats and (2) political ideology (a core measure of perceptions of group-based conflict) such that, across contexts, conservatives prefer dominant-looking leaders more than liberals. For the first time, we demonstrate that the effects of these contextual and individual differences are non-existent when subjects are asked to choose a friend instead of a leader: irrespective of ideology and context, people strongly prefer non-dominant friends. This finding adds significantly to the results of past research and provides evidence of the existence of a distinct psychology of followership that produces leader preferences that are independent of preferences for other social partners. (C) 2015 Elsevier Inc. All rights reserved.","MA100","UE","","",""
"Group size effects in cooperatively breeding African wild dogs","In groups of cooperative breeders, individual fitness can increase as a direct consequence of group size, whereby the extent of these benefits is likely to depend, to a degree that is largely unknown, on the prevailing ecological conditions. We examined the effect of group size on pup production and survival across age classes in cooperatively breeding African wild dogs, Lycaon pictus, across 12 quasiexperimental sites in South Africa varying in ecological conditions. In this sample spanning over 43 pack-years, group size had a significantly positive effect on litter size after emergence from the den, but not on number of pups surviving to 1 year of age or survival rates for pups, yearlings and adults. Stronger relationships between these variables have been reported in other samples, so these results might be explained by low competitor density and high prey availability in our study areas. This explanation is supported by the finding that neither of these variables had any significant effect on pup production and survival across age classes in the present study. The results of our quasiexperimental study suggest that varying ecological conditions represent an important source of intraspecific variation in the impact of helpers in cooperative breeders. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA171","UE","","",""
"The distribution of Symbiodinium diversity within individual host foraminifera","While one-to-one specificity between reef-dwelling hosts and symbiotic dinoflagellates of the genus Symbiodinium may occur, detailed examination of some hosts reveals that they contain multiple symbiont types. Individuals of the foraminifer Amphisorus hemprichii living in Papua New Guinea contained mixed communities of Symbiodinium dominated by symbiont types in clades C and F. Moreover, the types showed a distinct pattern in their distribution across the radius of the foraminifer, with clade F Symbiodinium more prevalent in the center of the host cell. The mixed community of symbionts and their pattern of distribution within the foraminifer is likely the result of processes happening both inside the foraminifer and in its external environment. Persistent mixed symbiont communities in foraminifera may be stabilized through benefits conferred by maintaining multiple symbiont lineages for symbiont shuffling. Alternatively they may be stabilized through a heterogeneous internal host environment, partitioning of symbiont functional roles or limitation of symbiont reproduction by the host. Six factors generally determine the presence of any particular symbiont type within a foraminifer: mode of transmission, availability from the environment, recognition by the host, regulation by the host, competition between lineages, and fitness of the holobiont.  The Author(s) 2009.","MA367","UE","","",""
