"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Intraspecific variation in indirect plant-soil feedbacks influences a wetland plant invasion","Plant-soil feedbacks (PSFs) influence plant competition via direct interactions with pathogens and mutualists or indirectly via apparent competition/mutualisms (i.e., spillover to co-occurring plants) and soil legacy effects. It is currently unknown how intraspecific variation in PSFs interacts with the environment (e.g., nutrient availability) to influence competition between native and invasive plants. We conducted a fully crossed multi-factor greenhouse experiment to determine the effects of Phragmites australis rhizosphere soil biota, interspecific competition, and nutrient availability on biomass of replicate populations from one native and two invasive lineages of common reed (P.australis) and a single lineage of native smooth cordgrass (Spartina alterniflora). Harmful soil biota consistently dominated PSFs involving all three P.australis lineages, reducing biomass by 10\%. Indirect PSFs (i.e., soil biota spillover) from the two invasive P.australis lineages reduced S.alterniflora biomass by 7\%, whereas PSFs from the native P.australis lineage increased S.alterniflora biomass by 6\%. Interestingly, interspecific competition and PSFs interacted to weaken their respective impacts on S.alterniflora, whereas they exerted synergistic negative effects on P.australis. Phragmitesaustralis soil biota decreased S.alterniflora biomass when grown alone (i.e., a soil legacy), but increased S.alterniflora biomass when grown with P.australis, suggesting that P.australis recruits harmful generalist soil biota or facilitates S.alterniflora via spillover (i.e., apparent mutualism). Soil biota also reduced interspecific competition impacts on S.alterniflora, although it remained competitively inferior to P.australis across all treatments. Competitive interactions and responses to nutrients did not differ among P.australis lineages, indicating that interspecific competition and nutrient deposition may not be key drivers of P.australis invasion in North America. Although soil biota, interspecific competition, and nutrient availability appear to have no direct impact on the success of invasive P.australis lineages in North America, intraspecific lineage variation in indirect spillover and soil legacies from P.australis occur and may have important implications for co-occurring native species and restoration of invaded habitats. Our study integrates multiple factors linked to plant invasions, highlighting that indirect interactions are likely commonplace in influencing plant community dynamics and invasion success and impacts.","MA224","JW","","",""
"Between-group competition, intra-group cooperation and relative performance","We report the results of a new public goods experiment with an intra-group cooperation dilemma and inter-group competition. In our design subjects receive information about their relative individual and group performance after each round with non-incentivized and then incentivized group competition. We found that, on average, individuals with low relative performance reduce their contributions to the public good, but groups with low performance increase theirs. With incentivized competition, where the relative ranking of the group increases individual payoffs, the reaction to relative performance is larger with individuals contributing more to the group; further, we observe that the variance of strategies decreases as individual and group rankings increase. These results offer new insights on how social comparison shapes similar reactions in games with different incentives for group performance and how competition and cooperation can influence each other.","MA35","JW","","",""
"Group fission in Barbary macaques (Macaca sylvanus) at affenberg salem","We analyzed eight group fissions occurring during a 20-year period in three groups of a free-ranging provisioned Barbary macaque population. The founder group fissioned four times within 3.5 years after transfer to the enclosure, indicating that external factors-new environment, more space, absence of other groups-facilitated group fissions. Two groups resulting from these fissions, split twice within 2.5 and 1 years, respectively, many years later. The process of fissioning lasted from a few months to almost 2 years. Fissions were preceded by peripheralization/subgrouping of mainly young adult males (8-10 years old), suggesting that male competition was the primary force for the fissions. The males were joined by middle- to low-ranking but not the lowest-ranking females. The resulting new groups were usually smaller than the groups in which the former -matriline-old groups-stayed, and they were also more variable in size and sex ratio, suggesting that variable numbers of surplus individuals were expelled during fission. Mean adult sex ratios were similar in both groups after fission, indicating that the competitively superior males in the old groups (groups + -matriline) could not increase their breeding opportunities. Female kin, even of large matrilinies, almost always stayed together during fission. Natal males strongly preferred to join the old groups, and this preference was most pronounced in juveniles and subadults. Hence, most natal males stayed with maternally related females, i.e., remained true natal males, if the females stayed in old groups. They were separated from female kin, i.e., became seminatal, if the females joined the new groups. These seminatal males did not differ from natal males with respect to matrilineal rank; but they had more female relatives, above all more close relatives (sisters), indicating that avoidance of mating with maternal kin was important for group choice. Despite joining the same group as female kin during fissioning breeding opportunities of natal males (ratio of unrelated females/male) were not less than that of their seminatal peers, because natal males had fewer female relatives. Only a minority of both groups of males would have done better by joining the alternative group. Paternal relatives were distributed during fission by chance, and loss of patrilinies was therefore much less pronounced. We conclude that the rules governing social relationships among Barbary macaque males are less apt to cope with the high number of males resulting from provisioning; whereas the rules regulating social relationships of females living in a nepotistic, female-bonded society are very robust in this respect.","MA170","JW","","",""
"Resource availability and adjustment of social behaviour influence patterns of inequality and productivity across societies","Animal societies vary widely in the diversity of social behaviour and the distribution of reproductive shares among their group members. It has been shown that individual condition can lead to divergent social roles and that social specialisation can cause an exacerbation or a mitigation of the inequality among group members within a society. This work, however, has not investigated cases in which resource availability varies between different societies, a factor that is thought to explain variation in the level of cooperation and the disparities in reproductive shares within each social group. In this study, I focus on how resource availability mediates the expression of social behaviour and how this, in turn, mediates inequality both within and between groups. I find that when differences in resource availability between societies persist over time, resource-rich societies become more egalitarian. Because lower inequality improves the productivity of a society, the inequality between resource-rich and resourcepoor societies rises. When resource availability fluctuates over time, resource-rich societies tend to become more unequal. Because inequality hinders the productivity of a society, the inequality between resource-rich and resource-poor societies falls. From the evolutionary standpoint, my results show that spatial and temporal variation in resource availability may exert a strong influence on the level of inequality both within and between societies.  2018 Rodrigues.","MA308","JW","","",""
"Conservation of protists: Is it needed at all?","Protists have scarcely been considered in traditional perspectives and strategies in environmental management and biodiversity conservation. This is a remarkable omission given that these tiny organisms are highly diverse, and have performed as key ecological players in evolutionary theatres for over a billion years of Earth history. Protists hold key roles in nearly all ecosystems, notably as participants in fluxes of energy and matter through foodwebs that centre on their predation on microbes. In spite of this, they have been largely ignored in conservation issues due to a widespread, naive belief that protists are ubiquitous and cosmopolitanously distributed. Nevertheless, recent research shows that many protists have markedly restricted distributions. These range from palaeoendemics (Gondwanan-Laurasian distribution) to local endemics. Our ignorance about the ultimate and proximate causes of such acute disparities in scale-dependent distributions of protists can be flagged as a singular reason to preserve these more cryptic participants in ecological and evolutionary dynamics. This argument is disturbing when one considers anthropogenic modifications of landscapes and the very poorly understood roles of protists in ecological processes in soils, not least in agroecolandscapes and hydrological systems. Major concerns include host specific symbiotic, symphoric and parasitic species which become extinct, unseen and largely unknown, alongside their metazoan hosts; change or loss of habitats; massive change or loss of type localities; and losses of unique genetic resources and evolutionary potential. These concerns are illustrated by examples to argue that conservation of protists should be integral to any strategy that traditionally targets vascular plants and animals. The ongoing decline in research capacity to inventory and classify protist diversity exemplifies a most acute symptom of the failures, at local, national and international levels, to support scientific responses to the biodiversity crisis. Responsible responses to these severe problems need to centre on the revival of natural history as the core discipline in biology.  2007 Springer Science+Business Media B.V.","MA72","JW","","",""
"Host-symbiont-pathogen interactions in blood-feeding parasites: Nutrition, immune cross-talk and gene exchange","Animals are common hosts of mutualistic, commensal and pathogenic microorganisms. Blood-feeding parasites feed on a diet that is nutritionally unbalanced and thus often rely on symbionts to supplement essential nutrients. However, they are also of medical importance as they can be infected by pathogens such as bacteria, protists or viruses that take advantage of the blood-feeding nutritional strategy for own transmission. Since blood-feeding evolved multiple times independently in diverse animals, it showcases a gradient of host-microbe interactions. While some parasitic lineages are possibly asymbiotic and manage to supplement their diet from other food sources, other lineages are either loosely associated with extracellular gut symbionts or harbour intracellular obligate symbionts that are essential for the host development and reproduction. What is perhaps even more diverse are the pathogenic lineages that infect blood-feeding parasites. This microbial diversity not only puts the host into a complicated situation -distinguishing between microorganisms that can greatly decrease or increase its fitness -but also increases opportunity for horizontal gene transfer to occur in this environment. In this review, I first introduce this diversity of mutualistic and pathogenic microorganisms associated with blood-feeding animals and then focus on patterns in their interactions, particularly nutrition, immune cross-talk and gene exchange.  2018 Cambridge University Press.","MA185","JW","","",""
"The effect of keystone individuals on collective outcomes can be mediated through interactions or behavioral persistence","Collective behavior emerges from interactions among group members who often vary in their behavior. The presence of just one or a few keystone individuals, such as leaders or tutors, may have a large effect on collective outcomes. These individuals can catalyze behavioral changes in other group members, thus altering group composition and collective behavior. The influence of keystone individuals on group function may lead to trade-offs between ecological situations, because the behavioral composition they facilitate may be suitable in one situation but not another. We use computer simulations to examine various mechanisms that allow keystone individuals to exert their influence on group members. We further discuss a trade-off between two potentially conflicting collective outcomes, cooperative prey attack and disease dynamics. Our simulations match empirical data from a social spider system and produce testable predictions for the causes and consequences of the influence of keystone individuals on group composition and collective outcomes. We find that a groups behavioral composition can be impacted by the keystone individual through changes to interaction patterns or behavioral persistence over time. Group behavioral composition and the mechanisms that drive the distribution of phenotypes influence collective outcomes and lead to trade-offs between disease dynamics and cooperative prey attack.  2016 by The University of Chicago. All rights reserved.","MA370","JW","","",""
"Contrasting effects of Wolbachia on cytoplasmic incompatibility and fecundity in the haplodiploid mite Tetranychus urticae","Recent studies on Wolbachia-induced incompatibility in haplodiploid insects and mites have revealed a diversity of cytoplasmic incompatibility (CI) patterns among host species. Here, we report intraspecific diversity in CI expression among four strains of the arrhenotokous mite Tetranychus urticae and in T. turkestani. Variability of CI expression within T. urticae ranged from no CI to complete CI, and included either female embryonic mortality or male conversion types of CI. A fecundity cost attributed to the infection with the high-CI Wolbachia strain was the highest ever recorded for Wolbachia (-80 to -100% decrease). Sequence polymorphism at a 550-bp-portion of Wolbachia wsp gene revealed two clusters distant by 21%, one of which included three Wolbachia strains infecting mite populations sampled from the same host-plant species, but showing distinct CI patterns. These data are discussed in the light of theoretical predictions on the evolutionary pathways followed in this symbiotic interaction.","MA74","JW","","",""
"Does the Reproductive Strategy Affect the Transmission and Genetic Diversity of Bionts in Cyanolichens? A Case Study Using Two Closely Related Species","Observed levels of population genetic diversity are often associated with differences in species dispersal and reproductive strategies. In symbiotic organisms, the genetic diversity level of each biont should also be highly influenced by biont transmission. In this study, we evaluated the influence of the reproductive strategies of cyanolichen species on the current levels of population genetic diversity of bionts. To eliminate any phylogenetic noise, we selected two closely related species within the genus Degelia, which only differ in their reproductive systems. We sampled all known populations of both species in central Spain and genotyped the fungal and cyanobacterial components of lichen samples using DNA sequences as molecular markers. We applied population genetics approaches to evaluate the genetic diversity and population genetic structure of the symbiotic components of both lichen species. Our results indicate that fungal and cyanobiont genetic diversity is highly influenced by the reproductive systems of lichen fungus. We detected higher bionts genetic diversity values in the sexual species Degelia plumbea. By contrast, the levels of fungal and cyanobiont genetic diversity in the asexual species Degelia atlantica were extremely low (almost clonal), and the species shows a high specificity towards its cyanobiont. Our results indicate that reproduction by vegetative propagules, in species of the genus Degelia, favors vertical transmission and clonality, which affects the species' capacity for resources and competition, thereby limiting the species to restricted niches.  2012 Springer Science+Business Media New York.","MA104","JW","","",""
"Comparative Genomics of a Plant-Parasitic Nematode Endosymbiont Suggest a Role in Nutritional Symbiosis","Bacterial mutualists can modulate the biochemical capacity of animals. Highly coevolved nutritional mutualists do this by synthesizing nutrients missing from the host's diet. Genomics tools have advanced the study of these partnerships. Here we examined the endosymbiont Xiphinematobacter (phylum Verrucomicrobia) from the dagger nematode Xiphinema americanum, a migratory ectoparasite of numerous crops that also vectors nepovirus. Previously, this endosymbiont was identified in the gut, ovaries, and eggs, but its role was unknown. We explored the potential role of this symbiont using fluorescence in situ hybridization, genome sequencing, and comparative functional genomics. We report the first genome of an intracellular Verrucomicrobium and the first exclusively intracellular non-Woibachia nematode symbiont. Results revealed that Xiphinematobacter had a small 0.916-Mb genome with only 817 predicted proteins, resembling genomes of other mutualist endosymbionts. Compared with free-living relatives, conserved proteins were shorter on average, and there was large-scale loss of regulatory pathways. Despite massive gene loss, more genes were retained for biosynthesis of amino acids predicted to be essential to the host. Gene ontology enrichment tests showed enrichment for biosynthesis of arginine, histidine, and aromatic amino acids, as well as thiamine and coenzyme A, diverging from the profiles of relatives Akkermansia muciniphilia (in the human colon), Methylacidiphilum infemorum, and the mutualist Wolbachia from filarial nematodes. Together, these features and the location in the gut suggest that Xiphinematobacter functions as a nutritional mutualist, supplementing essential nutrients that are depleted in the nematode diet. This pattern points to evolutionary convergence with endosymbionts found in sap-feeding insects.","MA58","JW","","",""
