"title","abstract","abstract.id","screener.id","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female, theoretical/modelling, review)"
"Plant-animal mutualism in biological markets: Evolutionary and ecological dynamics driven by non-heritable phenotypic variance","Mutualism between plants and animals, such as in pollination and seed dispersal, is a fundamental mechanism facilitating the productivity and biodiversity of ecosystems, and it is often considered as an analog of a free-market economy. The coevolution of plant reward and animal choosiness, however, involves an apparent paradox due to incomplete information and limited mutation rates: plant rewards evolve only when animals are choosy, but choosy animals purge the heritable variations of plants, which then favors less choosy animals. Here we use a two-species mathematical model to illustrate how non-heritable phenotypic variances of plants may facilitate the coevolution of rewards and choosiness and solve the paradox with low mutation rates. We simultaneously track the ecological and evolutionary dynamics and show that the population ratio links the two processes and tunes the stable ecoevolutionary equilibrium. Numerical simulations confirm the analytic prediction with varying mutation rates (heritable variance). The efficiency of a biological market is generally suboptimal due to the information constraint and individual competition. (C) 2013 Elsevier Inc. All rights reserved.","MA284","PT","","",""
"Molecular evidence for multiple infections of a new subgroup of Wolbachia in the European raspberry beetle Byturus tomentosus","Wolbachia, a group of maternally inherited intracellular parasitic bacteria, alter host reproduction, including the induction of thelytokous parthenogenesis, feminization of genetic males, son killing and, most commonly, the induction of cytoplasmic incompatibility (CI), in a diverse array of arthropods. CI can result in infertility and has attracted attention because of its potential in biological control and as an agent in speciation. Although there has been some analysis of overall infection rates in arthropods and within individual insect orders, there has been little exploration of within-species variation. In this study, primers specific for the ftsZ gene of Wolbachia were used to amplify it from different geographical samples of the European raspberry beetle (Byturus tomentosus), confirming the presence of Wolbachia. More than 99% of UK individuals were found to be infected with Wolbachia and 97% of these B. tomentosus beetles harboured multiple infections. Preliminary analysis of B. tomentosus beetles from continental European populations revealed a lower level of infection (24%) than those from the UK. Phylogenetic analysis using the ftsZ DNA sequences places Wolbachia from B. tomentosus into a new clade (Abt) within the A division, with some revisions to the existing Wolbachia phylogeny.","MA248","PT","","",""
"Eukarya associated with the stony coral Oculina patagonica from the Mediterranean Sea","Oculina patagonica is a putative alien scleractinian coral from the Southwest Atlantic that inhabits across the Mediterranean Sea. Here, we have addressed the diversity of Eukarya associated with this coral and its changes related to the environmental conditions and coral status. A total of 46 colonies of O. patagonica were taken from Alicante coast (Spain) and Pietra Ligure coast (Italy) and analyzed using denaturing gradient gel electrophoresis (DGGE) of the small-subunit 18S rRNA and 16S plastid rRNA genes, internal transcribed spacer region 2 (ITS 2) analyses, and electron microscopy. Our results show that Eukarya and plastid community associated to O. patagonica change with environmental conditions and coral status. Cryptic species, which can be difficult to identify by optical methods, were distinguished by 18S rRNA gene DGGE: the barnacle Megatrema anglicum, which was detected at two locations, and two boring sponges related to Cliona sp. and Siphonodictyon coralliphagum detected in samples from Tabarca and Alicante Harbour, respectively. Eukaryotic phototrophic community from the skeletal matrix of healthy corals was dominated by Ochrosphaera sp. while bleached corals from the Harbour and Tabarca were associated to different uncultured phototrophic organism. Differences in ultrastructural morphologies of the zooxanthellae between healthy and bleached corals were observed. Nevertheless, no differences were found in Symbiodinium community among time, environments, coral status and location, showing that O. patagonica hosted only one genotype of Symbiodinium belonging to clade B2. The fact that this clade has not been previously detected in other Mediterranean corals and is more frequent in the tropical Western Atlantic, is a new evidence that O. patagonica is an alien species in the Mediterranean Sea.  2014 Elsevier B.V.","MA121","PT","","",""
"Group size effects in cooperatively breeding African wild dogs","In groups of cooperative breeders, individual fitness can increase as a direct consequence of group size, whereby the extent of these benefits is likely to depend, to a degree that is largely unknown, on the prevailing ecological conditions. We examined the effect of group size on pup production and survival across age classes in cooperatively breeding African wild dogs, Lycaon pictus, across 12 quasiexperimental sites in South Africa varying in ecological conditions. In this sample spanning over 43 pack-years, group size had a significantly positive effect on litter size after emergence from the den, but not on number of pups surviving to 1 year of age or survival rates for pups, yearlings and adults. Stronger relationships between these variables have been reported in other samples, so these results might be explained by low competitor density and high prey availability in our study areas. This explanation is supported by the finding that neither of these variables had any significant effect on pup production and survival across age classes in the present study. The results of our quasiexperimental study suggest that varying ecological conditions represent an important source of intraspecific variation in the impact of helpers in cooperative breeders. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","MA171","PT","","",""
"Does soil type drive social organization in southern hairy-nosed wombats?","Spatiotemporal distributions of key resources are hypothesized to underpin sociobiological patterns. Burrow availability and quality is of paramount importance to fossorial animals. The southern hairy-nosed wombat (Lasiorhinus latifrons) burrows in both hard and friable soils. Theoretical and empirical studies suggest that the harder substrate should promote closer geographical clustering of burrows than in softer soils. Clustered burrows are expected to be associated with larger group sizes. If sociality is driven by constraint rather than advantage, patterns of spatial and temporal distribution of animals within and among groups may show indications of avoidance or even antagonism, and `making the best of a bad job' via positive kin associations to offset the disadvantages of high-density living. To test these ideas, we compared warren relatedness and social structure of L. latifrons on friable soils (Nullarbor Plain) and hard calcrete (Brookfield Conservation Park, BCP). Individuals were sampled by noninvasive collection of hairs for genotyping to identify individuals and to estimate their space-use and associative behaviour with respect to relatedness. Burrows in calcrete were indeed more clumped, and warren and group size larger. Differences in spatiotemporal organization and relatedness structure between sites were in the expected direction: (i) Nullarbor males associated and shared warrens less than at BCP; and (ii) Nullarbor spatial relatedness patterning data were not consistent with proposed female breeding dispersal, in contrast to those at BCP. Under Nullarbor (low density) conditions, cooperation or tolerance between males may be less advantageous, and accessing or digging burrows should be less of a constraint for juvenile females.","MA103","PT","","",""
"Reconciling with Valuable Partners by Longtailed Macaques","In primates and other social mammals, opponents in aggressive conflicts have been reported to seek one another out after fights for various types of friendly interaction. In longtailed macaques, these friendly reunions have been shown to restore aspects of the social relationship of the opponents to their preconflict state, and they have thus been interpreted as reconciliations. Although postconflict reconciliation would seem to be adaptive to gregarious animals that establish individualized social relationships, its occurrence is variable among species, groups and dyads. Some of this variation probably reflects costs and benefits of reconciling in different situations. One factor that might influence the benefit of reconciliation and hence its occurrence is the value of the social partner as a social or ecological resource: reconciliation should occur more often after fights with valuable social partners. We conducted an experiment to test this hypothesis using pairs of monkeys (Macaca fascicularis) as their own controls. First, baseline rates of reconciliation after experimenterinduced conflict were measured. Then, the value of the relationship, at least in the test context, was increased by training each pair of monkeys to perform a simple cooperative task in which each got access to food only if the partner fed nearby simultaneously. Finally, the reconciliation rate was measured again after training and compared to its baseline value. In 6 of 7 dyads, the reconciliation rate increased after training, and the median reconciliation rate after training was 3 times higher than at baseline. While the results are consistent with the value hypothesis, there are other potential explanations. Comparison of friendly behavior when there had been no prior aggression in baseline and posttraining phases, however, suggested that the increase in reconciliation rate was neither the result of a general increase in compatibility nor the result of anticipated conflict in the cofeeding context. 1993 Blackwell Verlag GmbH","MA301","PT","","",""
"Population-specific responses to an invasive species","Predicting the impacts of non-native species remains a challenge. As populations of a species are genetically and phenotypically variable, the impact of non-native species on local taxa could crucially depend on populations-pecific traits and adaptations of both native and non-native species. Bitterling fishes are brood parasites of unionid mussels and unionid mussels produce larvae that parasitize fishes. We used common garden experiments to measure three key elements in the bitterlingmussel association among two populations of an invasive mussel (Anodonta woodiana) and four populations of European bitterling (Rhodeus amarus). The impact of the invasive mussel varied between geographically distinct R. amarus lineages and between local populations within lineages. The capacity of parasitic larvae of the invasive mussel to exploit R. amarus was higher in a Danubian than in a Baltic R. amarus lineage and in allopatric than in sympatric R. amarus populations. Maladaptive oviposition by R. amarus into A. woodiana varied among populations, with significant population-specific consequences for R. amarus recruitment. We suggest that variation in coevolutionary states may predispose different populations to divergent responses. Given that coevolutionary relationships are ubiquitous, population-specific attributes of invasive and native populations may play a critical role in the outcome of invasion. We argue for a shift from a species-centred to population-centred perspective of the impacts of invasions.  2015 The Author(s) Published by the Royal Society. All rights reserved.","MA290","PT","","",""
"Variable ecological conditions promote male helping by changing banded mongoose group composition","Ecological conditions are expected to have an important influence on individuals' investment in cooperative care. However, the nature of their effects is unclear: both favorable and unfavorable conditions have been found to promote helping behavior. Recent studies provide a possible explanation for these conflicting results by suggesting that increased ecological variability, rather than changes in mean conditions, promote cooperative care. However, no study has tested whether increased ecological variability promotes individual-level helping behavior or the mechanisms involved. We test this hypothesis in a long-term study population of the cooperatively breeding banded mongoose, Mungos mungo, using 14 years of behavioral and meteorological data to explore how the mean and variability of ecological conditions influence individual behavior, body condition, and survival. Female body condition was more sensitive to changes in rainfall leading to poorer female survival and pronounced male-biased group compositions after periods of high rainfall variability. After such periods, older males invested more in helping behavior, potentially because they had fewer mating opportunities. These results provide the first empirical evidence for increased individual helping effort in more variable ecological conditions and suggest this arises because of individual differences in the effect of ecological conditions on body condition and survival, and the knock-on effect on social group composition. Individual differences in sensitivity to environmental variability, and the impacts this has on the internal structure and composition of animal groups, can exert a strong influence on the evolution and maintenance of social behaviors, such as cooperative care.","MA401","PT","","",""
"Fitness costs of phoretic nematodes in the burying beetle, Nicrophorus vespilloides","Nicrophorusvespilloides is a social beetle that rears its offspring on decomposing carrion. Wild beetles are frequently associated with two types of macrobial symbionts, mites, and nematodes. Although these organisms are believed to be phoretic commensals that harmlessly use beetles as a means of transfer between carcasses, the role of these symbionts on N.vespilloides fitness is poorly understood. Here, we show that nematodes have significant negative effects on beetle fitness across a range of worm densities and also quantify the density-dependent transmission of worms between mating individuals and from parents to offspring. Using field-caught beetles, we provide the first report of a new nematode symbiont in N.vespilloides, most closely related to Rhabditoides regina, and show that worm densities are highly variable across individuals isolated from nature but do not differ between males and females. Next, by inoculating mating females with increasing densities of nematodes, we show that worm infections significantly reduce brood size, larval survival, and larval mass, and also eliminate the trade-off between brood size and larval mass. Finally, we show that nematodes are efficiently transmitted between mating individuals and from mothers to larvae, directly and indirectly via the carcass, and that worms persist through pupation. These results show that the phoretic nematode R.regina can be highly parasitic to burying beetles but can nevertheless persist because of efficient mechanisms of intersexual and intergenerational transmission. Phoretic species are exceptionally common and may cause significant harm to their hosts, even though they rely on these larger species for transmission to new resources. However, this harm may be inevitable and unavoidable if transmission of phoretic symbionts requires nematode proliferation. It will be important to determine the generality of our results for other phoretic associates of animals. It will equally be important to assess the fitness effects of phoretic species under changing resource conditions and in the field where diverse interspecific interactions may exacerbate or reduce the negative effects of phoresy.  2018 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.","MA149","PT","","",""
"Feeding repellence in Antarctic bryozoans","The Antarctic sea star Odontaster validus and the amphipod Cheirimedon femoratus are important predators in benthic communities. Some bryozoans are part of the diet of the asteroid and represent both potential host biosubstrata and prey for this omnivorous lysianassid amphipod. In response to such ecological pressure, bryozoans are expected to develop strategies to deter potential predators, ranging from physical to chemical mechanisms. However, the chemical ecology of Antarctic bryozoans has been scarcely studied. In this study we evaluated the presence of defenses against predation in selected species of Antarctic bryozoans. The sympatric omnivorous consumers O. validus and C. femoratus were selected to perform feeding assays with 16 ether extracts (EE) and 16 butanol extracts (BE) obtained from 16 samples that belonged to 13 different bryozoan species. Most species (9) were active (12 EE and 1 BE) in sea star bioassays. Only 1 BE displayed repellence, indicating that repellents against the sea star are mainly lipophilic. Repellence toward C. femoratus was found in all species in different extracts (10 EE and 12 BE), suggesting that defenses against the amphipod might be both lipophilic and hydrophilic. Interspecific and intraspecific variability of bioactivity was occasionally detected, suggesting possible environmental inductive responses, symbiotic associations, and/or genetic variability. Multivariate analysis revealed similarities among species in relation to bioactivities of EE and/or BE. These findings support the hypothesis that, while in some cases alternative chemical or physical mechanisms may also provide protection, repellent compounds play an important role in Antarctic bryozoans as defenses against predators.  2013 Springer-Verlag Berlin Heidelberg.","MA145","PT","","",""
