"","label","title","author","journal","issn","volume","number","pages","year","doi","abstract","n_duplicates","AbstractID","screener initials","include or exclude (note: exclude only if the abstract is unrelated to our topic, if you are unsure mark as include)","ecological scale (e.g. interspecific or intraspecific)","topic area (e.g. predator-prey, parasite-host, male-female)"
"218","X.ISI.000232881600009","Wolbachia requirement for oogenesis: occurrence within the genus Asobara (Hymenoptera, Braconidae) and evidence for intraspecific variation in A-tabida","Dedeine, F and Bouletreau, M and Vavre, F","HEREDITY","0018-067X",95,"5","394-400",2005,"10.1038/sj.hdy.6800739","Wolbachia are symbiotic bacteria that induce a diversity of phenotypes on their numerous invertebrate host species. In the wasp Asobara tabida (Braconidae), each individual harbours three Wolbachia strains: wAtab3, which is required for host oogenesis, and wAtab1 and wAtab2, that do not have this function but induce cytoplasmic incompatibility. In this study, we surveyed and identified Wolbachia strains in four additional Asobara species. We detected Wolbachia in one of these species, but both the identity ( based on wsp gene) and prevalence of the Wolbachia detected in natural population indicate that this host species is not dependent on Wolbachia for oogenesis. We also compared A. tabida lines of different geographical origin for their dependence on Wolbachia. All individuals from 16 A. tabida lines proved to be infected by the three Wolbachia strains wAtab1, wAtab2 and wAtab3, but, interestingly, we found variation among lines in the degree to which females were dependent on Wolbachia to produce their oocytes. In three lines, aposymbiotic females ( cured from the three Wolbachia strains by antibiotics) can produce some oocytes. However, these aposymbiotic females produce fewer and smaller oocytes than symbiotic ones, and the larvae they produce die before full development. Thus, depending on which nuclear genotype they have, A. tabida females depend on Wolbachia either because they fail to produce any oocyte or because the few oocytes they do produce generate unviable offspring. We discuss the implications of these findings for the understanding of the physiological and genetic deficiency of aposymbiotic females.",2,"MA218","","","",""
"124","X.ISI.000317472000022","The effects of behavioral plasticity and leadership on the predictions of optimal skew models","Hamilton, Ian M.","BEHAVIORAL ECOLOGY","1045-2249",24,"2","444-456",2013,"10.1093/beheco/ars182","Skew models predict how reproduction or resources produced by the group are divided between dominant and subordinate group members. These include transactional models, in which one group member may allocate some group productivity to another to prevent group dissolution and tug-of-war inefficiency models, in which group members compete for access to resources at a cost to group productivity. Although skew models involve a transactional or competitive interaction among group members, most existing models do not allow individuals to respond to new information about the strategy of their group mate. Here, I expand transactional and tug-of-war models to allow one individual (the follower) to respond plastically to a fixed strategy of its partner (the leader). I solve for the Stackelberg equilibrium conditions for each model. For the transactional model, leadership results in a greater share of group productivity to the leader compared with models that do not include leadership. When the follower's information about the leader's strategy is perfect, the equilibrium division of productivity does not vary with relatedness, in contrast to the predictions of previous skew models, and the effects of ecological variables may change. In the tug-of-war model, leadership influences equilibrium investment in competition only if relatedness is greater than zero. Dominant leaders receive a larger share of group productivity, but group productivity declines and grouping is mutually beneficial over a smaller parameter range than in the absence of leadership. Subordinate leaders receive a smaller share of group productivity, but benefit from overall higher group productivity.",2,"MA124","","","",""
"110","X.ISI.000330088400002","Coflowering Community Context Influences Female Fitness and Alters the Adaptive Value of Flower Longevity in Mimulus guttatus","Arceo-Gomez, Gerardo and Ashman, Tia-Lynn","AMERICAN NATURALIST","0003-0147",183,"2","E50-E63",2014,"10.1086/674358","A major goal in evolutionary biology is to incorporate the complexity of multispecies interactions into our understanding of microevolutionary processes within populations. Although considerable work has been done on antagonistic interactions (e.g., plant-herbivore), little attention has been paid to the evolutionary implications of context dependency in mutualistic interactions (e.g., plant-pollinator). In this study, we use seep communities to evaluate how coflowering species richness affects key aspects of pollination (visitation rate and conspecific and heterospecific pollen receipt) of Mimulus guttatus. We assessed the importance of coflowering diversity in mediating floral evolution by determining whether species richness was associated with variation in flower size, longevity, and stigma-anther distance and by conducting a reciprocal transplant experiment in two contrasting pollination environments. We found lower visitation rates and higher heterospecific pollen transfer to M. guttatus growing in high-diversity coflowering communities compared to low-diversity coflowering communities. We found a positive correlation between flower longevity and coflowering species richness. Furthermore, our reciprocal transplant experiment showed that extended flower longevity was advantageous only in high-diversity seeps and identified coflowering diversity as the most likely selective agent. Our results suggest that coflowering diversity can promote floral trait differentiation among populations, in this case, flower longevity.",2,"MA110","","","",""
"177","X.ISI.000273986300023","Group size effects in cooperatively breeding African wild dogs","Gusset, Markus and Macdonald, David W.","ANIMAL BEHAVIOUR","0003-3472",79,"2","425-428",2010,"10.1016/j.anbehav.2009.11.021","In groups of cooperative breeders, individual fitness can increase as a direct consequence of group size, whereby the extent of these benefits is likely to depend, to a degree that is largely unknown, on the prevailing ecological conditions. We examined the effect of group size on pup production and survival across age classes in cooperatively breeding African wild dogs, Lycaon pictus, across 12 quasiexperimental sites in South Africa varying in ecological conditions. In this sample spanning over 43 pack-years, group size had a significantly positive effect on litter size after emergence from the den, but not on number of pups surviving to 1 year of age or survival rates for pups, yearlings and adults. Stronger relationships between these variables have been reported in other samples, so these results might be explained by low competitor density and high prey availability in our study areas. This explanation is supported by the finding that neither of these variables had any significant effect on pup production and survival across age classes in the present study. The results of our quasiexperimental study suggest that varying ecological conditions represent an important source of intraspecific variation in the impact of helpers in cooperative breeders. (C) 2009 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2,"MA177","","","",""
"86","X.ISI.000358454500016","Hotspots of damage by antagonists shape the spatial structure of plant-pollinator interactions","Rodriguez-Rodriguez, Maria C. and Jordano, Pedro and Valido, Alfredo","ECOLOGY","0012-9658",96,"8","2181-2191",2015,"10.1890/14-2467.1","The balance between mutualistic and antagonistic plant-animal interactions and their spatial variation results in a highly dynamic mosaic of reproductive success within plant populations. Yet, the ecological drivers of this small-scale heterogeneity of interaction patterns and their outcomes remain virtually unexplored. We analyzed spatial structure in the frequency and intensity of interactions that vertebrate pollinators (birds and lizards) and invertebrate antagonists (florivores, nectar larcenists, and seed predators) had when interacting with the insular plant Isoplexis canariensis, and their effect on plant fitness. Spatially autocorrelated variation in plant reproductive success (fruit and viable seed set) emerged from the combined action of mutualists and antagonists, rather than reflecting the spatial pattern of any specific animal group. However, the influence of antagonists on plant fitness was stronger primarily due to the florivores' action on earlier reproductive stages, consuming and damaging floral structures before the arrival of pollinators. Our results indicate that the early action of antagonists creates hotspots of increased plant damage, where the effects of later acting mutualists are not translated into increased reproductive benefits. We foresee the potential for antagonists to shape the intra-population mosaics of plant fitness in situations where antagonists outnumber mutualists, when their interactions occur before those of mutualists, and when mutualists can detect and avoid damaged plants while foraging. Severely damaged plants in antagonistic hotspots might be excluded from the mating network and render a limited production of viable seeds, reducing both the growth rate of the plant population and the effective population size.",2,"MA86","","","",""
"244","X.ISI.000088212200005","Hot spots, cold spots, and the geographic mosaic theory of coevolution","Gomulkiewicz, R and Thompson, JN and Holt, RD and Nuismer, SL and Hochberg, ME","AMERICAN NATURALIST","0003-0147",156,"2","156-174",2000,"10.1086/303382","Species interactions commonly coevolve as complex geographic mosaics of populations shaped by differences in local selection and gene flow. We use a haploid matching-alleles model for coevolution to evaluate how a pair of species coevolves when fitness interactions are reciprocal in some locations ({''}hot spots{''}) but not in others ({''}cold spots{''}). Our analyses consider mutualistic and antagonistic interspecific interactions and a variety of gene Dow patterns between hot and cold spots. We found that hot and cold spots together with gene flow influence coevolutionary dynamics in four important ways. First, hot spots need not be ubiquitous to have a global influence on evolution, although rare hat spots wilt not have a disproportionate impact unless selection is relatively strong there. Second, asymmetries in gene flow can influence local adaptation, sometimes creating stable equilibria at which species experience minimal fitness in hot spots and maximal fitness in cold spots, or vice versa. Third, asymmetries in gene flow are no more important than asymmetries in population regulation for determining the maintenance of local polymorphisms through coevolution. Fourth, intraspecific allele frequency differences among hot and cold spot populations evolve under some, but not all, conditions. That is, selection mosaics are indeed capable of producing spatially variable coevolutionary outcomes across the landscapes over which species interact. Altogether, our analyses indicate that coevolutionary trajectories can be strongly shaped by the geographic distribution of coevolutionary hot and cold spots, and by the pattern of gene flow among populations.",2,"MA244","","","",""
"208","X.ISI.000249879800001","Evolution of dispersal and life history strategies - Tetrahymena ciliates","Fjerdingstad, Else J. and Schtickzelle, Nicolas and Manhes, Pauline and Gutierrez, Arnaud and Clobert, Jean","BMC EVOLUTIONARY BIOLOGY","1471-2148",7,NA,NA,2007,"10.1186/1471-2148-7-133","Background: Considerable attention has focused on how selection on dispersal and other core life-history strategies (reproductive effort, survival ability, colonization capacity) may lead to so-called dispersal syndromes. Studies on genetic variation in these syndromes within species could importantly increase our understanding of their evolution, by revealing whether traits co-vary across genetic lineages in the manner predicted by theoretical models, and by stimulating further hypotheses for experimental testing. Yet such studies remain scarce. Here we studied the ciliated protist Tetrahymena thermophila, a particularly interesting organism due to cells being able to transform into morphs differing dramatically in swim-speed. We investigated dispersal, morphological responses, reproductive performance, and survival in ten different clonal strains. Then, we examined whether life history traits co-varied in the manner classically predicted for ruderal species, examined the investment of different strains into short- and putative long-distance dispersal, while considering also the likely impact of semi-sociality (cell aggregation, secretion of `growth factors') on dispersal strategies. Results: Very significant among-strain differences were found with regard to dispersal rate, morphological commitment and plasticity, and almost all core life-history traits (e. g. survival, growth performance and strategy), with most of these traits being significantly intercorrelated. Some strains showed high short- distance dispersal rates, high colonization capacity, bigger cell size, elevated growth performance, and good survival abilities. These well performing strains, however, produced fewer fast-swimming dispersal morphs when subjected to environmental degradation than did philopatric strains performing poorly under normal conditions. Conclusion: Strong evidence was found for a genetic covariation between dispersal strategies and core life history traits in T. thermophila, with a fair fit of observed trait associations with classic colonizer models. However, the well performing strains with high colonization success and short- distance dispersal likely suffered under a long-distance dispersal disadvantage, due to producing fewer fast-swimming dispersal morphs than did philopatric strains. The smaller cell size at carrying capacity of the latter strains and their poor capacity to colonize as individual cells suggest that they may be adapted to greater levels of dependency on clone-mates (stronger sociality). In summary, differential exposure to selection on competitive and cooperative abilities, in conjunction with selective factors targeting specifically dispersal distance, likely contributed importantly to shaping T. thermophila dispersal and life history evolution.",2,"MA208","","","",""
"161","X.ISI.000287302400010","Evolution of culture-dependent discriminate sociality: a gene-culture coevolutionary model","Ihara, Yasuo","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8436",366,"1566","889-900",2011,"10.1098/rstb.2010.0247","Animals behave cooperatively towards certain conspecifics while being indifferent or even hostile to others. The distinction is made primarily according to kinship as predicted by the kin selection theory. With regards to humans, however, this is not always the case; in particular, humans sometimes exhibit a discriminate sociality on the basis of culturally transmitted traits, such as personal ornaments, languages, rituals, etc. This paper explores the possibility that the human faculty of cultural transmission and resultant cultural variation among individuals may have facilitated the evolution of discriminate sociality in humans. To this end, a gene-culture coevolutionary model is developed focusing on competition over control of resource as a context in which discriminate sociality may have evolved. Specifically, two types of culture-dependent discriminate sociality are considered: ingroup favouritism, with ingroup and outgroup being distinguished by the presence or absence of a cultural trait; and prestige hierarchies, with the prestige being conferred on the bearer of a cultural trait. The model specifies the conditions under which emergence and evolutionary stability of the two types of discriminate sociality are promoted by the presence of cultural variation among individuals.",2,"MA161","","","",""
"200","X.ISI.000258810800006","Ectosymbiosis is a critical factor in. the local benthic biodiversity of the Antarctic deep sea","Heterier, Vincent and David, Bruno and De Ridder, Chantal and Rigaud, Thierry","MARINE ECOLOGY PROGRESS SERIES","0171-8630",364,NA,"67-76",2008,"10.3354/meps07487","In deep-sea benthic environments, competition for hard substrates is a critical factor in the distribution and diversity of organisms. In this context, the occurrence of biotic substrates in addition to mineral substrates may change the characteristics of sessile fauna. We tested this hypothesis at different localities of the Weddell Sea (Antarctica) by Studying the diversity of ectosymbionts living on the spines of cidaroids (echinoids), The presence of cidaroids promoted a higher total specific richness and increased sessile species abundance, but did riot change the diversity. Analyses of species distribution suggested that the cidaroids are a favourable habitat for sessile organisms, compared to rocks, but are colonized by relatively specialist sessile Species, leaving the unfavourable rock habitat to more generalist species. Therefore, our study highlights the role of some living organisms, such as cidaroids, as key species increasing Antarctic benthic deep-sea species richness through the niche they provide to symbiotic species.",2,"MA200","","","",""
"248","X.ISI.000074332100007","Competition in a group of equal foragers","Rita, H and Ranta, E","AMERICAN NATURALIST","0003-0147",152,"1","71-81",1998,"10.1086/286150","Using techniques from renewal process theory, we build a stochastic model for gain accumulation in a group of equal competitors foraging in a patchy environment. The model for gain of the individuals is based on the waiting times between subsequent prey encounters by the group. These waiting times depend on the number of foragers in the group. A single parameter of this dependency encompasses a variety of foraging scenarios, from cooperation to scramble. With constant patch size, correlations between gains of any pair of foragers are negative. This dependency is most intense in small groups. Increased variation in patch size makes correlations in gains between group members positive irrespective of the group size. For a solitary forager, variance in gain approaches zero with increasing time in the patch. For an individual member in a group, variance grows monotonically. Thus, depending on the patch departure rule controlling the time to be spent in the patch, solitary foragers may have a smaller variance in gain than members in a group. As solitary foragers also potentially harvest all prey in the patch, it is hard to believe that grouping behavior would evolve solely on the basis of foraging.",2,"MA248","","","",""
